DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
54806	Homo sapiens	GSM1550876	H3K4me3	GM19222	Lymphoblastoid	None	35.0	0.9414	0.8909999999999999	6808.0	0.74115225	0.9734
54807	Homo sapiens	GSM1550877	H3K4me3	GM18912	Lymphoblastoid	None	36.0	0.9749	0.899	5464.0	0.69496125	0.9708
54808	Homo sapiens	GSM1550878	H3K27ac	GM19152	Lymphoblastoid	None	37.0	0.9719	0.907	4673.0	0.59451425	0.97
54809	Homo sapiens	GSM1550879	H3K4me1	GM18912	Lymphoblastoid	None	37.0	0.968	0.9329999999999999	219.0	0.33767125	0.9506
54810	Homo sapiens	GSM1550880	H3K4me3	GM19098	Lymphoblastoid	None	35.0	0.9732	0.915	5564.0	0.69825625	0.9676
54811	Homo sapiens	GSM1550881	H3K4me1	GM19098	Lymphoblastoid	None	37.0	0.9708	0.9470000000000001	266.0	0.34195749999999997	0.9414
54812	Homo sapiens	GSM1550882	H3K27ac	GM18912	Lymphoblastoid	None	37.0	0.9764	0.92	2668.0	0.51760025	0.968
54813	Homo sapiens	GSM1550883	H3K27ac	GM19116	Lymphoblastoid	None	36.0	0.9763	0.9279999999999999	3591.0	0.54897225	0.9678
54814	Homo sapiens	GSM1550884	H3K4me3	GM19119	Lymphoblastoid	None	35.0	0.9704	0.9109999999999999	5981.0	0.69961725	0.9724
54815	Homo sapiens	GSM1550885	H3K4me1	GM19119	Lymphoblastoid	None	36.0	0.9621	0.9440000000000001	534.0	0.39416025	0.9454
54816	Homo sapiens	GSM1550886	H3K27ac	GM18517	Lymphoblastoid	None	37.0	0.9748	0.909	3997.0	0.56067975	0.9656
54817	Homo sapiens	GSM1550887	H3K4me1	GM18502	Lymphoblastoid	None	37.0	0.9584	0.9640000000000001	699.0	0.46852525	0.9546
54818	Homo sapiens	GSM1550888	H3K4me3	GM19200	Lymphoblastoid	Blood	36.0	0.9733	0.812	4836.0	0.6644065	0.9698
54819	Homo sapiens	GSM1550889	H3K27ac	GM19119	Lymphoblastoid	None	36.0	0.9752	0.924	4364.0	0.59432675	0.9674
54820	Homo sapiens	GSM1550890	H3K4me1	GM19200	Lymphoblastoid	Blood	37.0	0.9715	0.9420000000000001	180.0	0.3178655	0.9432
54821	Homo sapiens	GSM1550891	H3K27ac	GM19114	Lymphoblastoid	None	37.0	0.9745	0.9009999999999999	2638.0	0.51686925	0.9648
54822	Homo sapiens	GSM1550892	H3K4me3	GM19209	Lymphoblastoid	None	36.0	0.9762	0.81	5690.0	0.71978375	0.9704
54823	Homo sapiens	GSM1550893	H3K4me1	GM19209	Lymphoblastoid	None	37.0	0.9754	0.937	420.0	0.39766999999999997	0.9496
54824	Homo sapiens	GSM1550894	H3K4me3	GM19160	Lymphoblastoid	None	35.0	0.9703	0.9159999999999999	5280.0	0.63441375	0.9706
54825	Homo sapiens	GSM1550895	H3K27ac	GM19209	Lymphoblastoid	None	37.0	0.9769	0.9259999999999999	3486.0	0.551089	0.9694
54826	Homo sapiens	GSM1550896	H3K27ac	GM19171	Lymphoblastoid	None	36.0	0.9773	0.925	3507.0	0.56826225	0.9668
54827	Homo sapiens	GSM1550897	H3K4me1	GM18861	Lymphoblastoid	None	37.0	0.965	0.968	671.0	0.42207575	0.9454
54828	Homo sapiens	GSM1550898	H3K4me3	GM18916	Lymphoblastoid	None	35.0	0.9688	0.889	5407.0	0.62516675	0.9712
54829	Homo sapiens	GSM1550899	H3K4me3	GM18861	Lymphoblastoid	None	35.0	0.9741	0.91	6697.0	0.73899775	0.9724
54830	Homo sapiens	GSM1550900	H3K4me1	GM18916	Lymphoblastoid	None	36.0	0.9592	0.9359999999999999	590.0	0.37108525	0.9422
54831	Homo sapiens	GSM1550901	H3K4me1	GM18510	Lymphoblastoid	None	37.0	0.9734	0.8740000000000001	950.0	0.4370905	0.9524
54832	Homo sapiens	GSM1550902	H3K4me3	GM18510	Lymphoblastoid	None	36.0	0.9745	0.797	6253.0	0.7350015000000001	0.9718
54833	Homo sapiens	GSM1550903	H3K4me3	GM19137	Lymphoblastoid	None	35.0	0.9744	0.924	5347.0	0.68991925	0.9714
54834	Homo sapiens	GSM1550904	H3K4me1	GM19137	Lymphoblastoid	None	37.0	0.955	0.982	157.0	0.29066775	0.943
54835	Homo sapiens	GSM1550905	H3K27ac	GM18499	Lymphoblastoid	None	37.0	0.976	0.897	3363.0	0.5773365	0.9644
54836	Homo sapiens	GSM1550906	H3K4me3	None	Lymphoblastoid	None	36.0	0.9719	0.888	5889.0	0.6885555	0.9684
54837	Homo sapiens	GSM1550907	H3K4me1	None	Lymphoblastoid	None	37.0	0.9688	0.932	197.0	0.336144	0.9498
54838	Homo sapiens	GSM1550908	H3K27ac	GM18504	Lymphoblastoid	None	37.0	0.9743	0.866	2759.0	0.5234810000000001	0.9672
54839	Homo sapiens	GSM1550909	H3K27ac	GM18870	Lymphoblastoid	None	37.0	0.9747	0.978	47.0	0.0588449682215	0.899391670566
54840	Homo sapiens	GSM1550910	H3K27ac	GM18501	Lymphoblastoid	None	37.0	0.9728	0.9420000000000001	3546.0	0.52911075	0.9662
54841	Homo sapiens	GSM1550911	H3K4me1	GM19093	Lymphoblastoid	None	37.0	0.9742	0.9740000000000001	53.0	0.14587375	0.905
54842	Homo sapiens	GSM1550912	H3K4me1	GM18502	Lymphoblastoid	None	37.0	0.9649	0.922	595.0	0.41398625	0.9452
54843	Homo sapiens	GSM1550913	H3K27ac	GM18861	Lymphoblastoid	None	37.0	0.9763	0.823	2733.0	0.50263275	0.9668
54844	Homo sapiens	GSM1550914	H3K4me3	GM18502	Lymphoblastoid	None	36.0	0.9719	0.84	6562.0	0.7531315	0.9690000000000001
54845	Homo sapiens	GSM1550915	H3K4me3	GM19093	Lymphoblastoid	None	36.0	0.976	0.897	6000.0	0.653849	0.9706
54846	Homo sapiens	GSM1550916	H3K4me1	GM18507	Lymphoblastoid	Blood	37.0	0.9722	0.9440000000000001	381.0	0.378397	0.9464
54847	Homo sapiens	GSM1550917	H3K4me1	GM18499	Lymphoblastoid	None	37.0	0.9707	0.905	706.0	0.42841425	0.9486
54848	Homo sapiens	GSM1550918	H3K4me3	GM18499	Lymphoblastoid	None	36.0	0.9744	0.981	1385.0	0.532673226189	0.9678
54849	Homo sapiens	GSM1550919	H3K4me3	GM19114	Lymphoblastoid	None	36.0	0.9698	0.863	6367.0	0.699549	0.9724
54850	Homo sapiens	GSM1550920	H3K4me1	GM19114	Lymphoblastoid	None	37.0	0.9696	0.922	302.0	0.377657	0.9474
54851	Homo sapiens	GSM1550921	H3K27ac	GM19147	Lymphoblastoid	None	37.0	0.9746	0.965	2916.0	0.45664750000000004	0.9626
54852	Homo sapiens	GSM1550922	H3K4me3	GM18507	Lymphoblastoid	Blood	36.0	0.9731	0.8809999999999999	6433.0	0.7258165	0.9714
54853	Homo sapiens	GSM1550923	H3K27ac	GM18522	Lymphoblastoid	Blood	37.0	0.9758	0.9309999999999999	3723.0	0.56120825	0.9658
54854	Homo sapiens	GSM1550924	H3K27ac	GM19098	Lymphoblastoid	None	37.0	0.9732	0.945	3505.0	0.487724	0.9638
54855	Homo sapiens	GSM1550925	H3K27ac	GM18502	Lymphoblastoid	None	37.0	0.9754	0.8590000000000001	2931.0	0.54171225	0.9642
54856	Homo sapiens	GSM1550926	H3K27ac	None	Lymphoblastoid	None	37.0	0.9765	0.907	3388.0	0.5577409999999999	0.9704
54857	Homo sapiens	GSM1550927	H3K27ac	GM19204	Lymphoblastoid	Blood	37.0	0.9739	0.9420000000000001	3395.0	0.50349475	0.9698
54858	Homo sapiens	GSM1550928	H3K27ac	GM18511	Lymphoblastoid	None	37.0	0.9755	0.934	2973.0	0.50559125	0.9654
54859	Homo sapiens	GSM1550929	H3K4me1	GM18519	Lymphoblastoid	None	37.0	0.9718	0.904	569.0	0.4073325	0.951
54860	Homo sapiens	GSM1550930	H3K4me1	GM19225	Lymphoblastoid	None	37.0	0.9708	0.912	148.0	0.29602575	0.9404
54861	Homo sapiens	GSM1550931	H3K4me3	GM18519	Lymphoblastoid	None	35.0	0.9725	0.868	6722.0	0.72734925	0.9718
54862	Homo sapiens	GSM1550932	H3K4me3	GM19225	Lymphoblastoid	None	36.0	0.9706	0.8740000000000001	5327.0	0.63244925	0.9722
54863	Homo sapiens	GSM1550933	H3K4me3	GM19099	Lymphoblastoid	Blood	36.0	0.9741	0.889	6664.0	0.71093425	0.9716
54864	Homo sapiens	GSM1550934	H3K4me3	GM18853	Lymphoblastoid	None	35.0	0.9686	0.925	5277.0	0.62710275	0.9724
54865	Homo sapiens	GSM1550935	H3K4me1	GM19099	Lymphoblastoid	Blood	37.0	0.9703	0.9390000000000001	326.0	0.361248	0.9476
54866	Homo sapiens	GSM1550936	H3K4me1	GM18853	Lymphoblastoid	None	36.0	0.9595	0.9279999999999999	209.0	0.31257175	0.9416
54867	Homo sapiens	GSM1550937	H3K4me1	None	Lymphoblastoid	None	37.0	0.9644	0.971	244.0	0.329279	0.9452
54868	Homo sapiens	GSM1550938	H3K4me3	None	Lymphoblastoid	None	36.0		0.965	5983.0	0.716953	0.97
54869	Homo sapiens	GSM1550939	H3K4me1	GM19130	Lymphoblastoid	None	37.0	0.9754	0.9520000000000001	345.0	0.38629525	0.948
54870	Homo sapiens	GSM1550940	H3K4me1	GM19222	Lymphoblastoid	None	37.0	0.9727	0.93	732.0	0.4140625	0.9488
54871	Homo sapiens	GSM1550941	H3K4me3	GM19130	Lymphoblastoid	None	36.0	0.9758	0.882	6093.0	0.743399	0.9696
54872	Homo sapiens	GSM1550942	H3K4me3	GM18499	Lymphoblastoid	None	34.0	0.9674	0.877	6513.0	0.76499475	0.9692
54873	Homo sapiens	GSM1550943	H3K4me1	GM18499	Lymphoblastoid	None	37.0	0.9679	0.938	766.0	0.4656715	0.9538
54874	Homo sapiens	GSM1550944	H3K27ac	GM19257	Lymphoblastoid	None	37.0	0.9775	0.838	3497.0	0.5393725	0.9652
54875	Homo sapiens	GSM1550945	H3K27ac	GM19222	Lymphoblastoid	None	37.0	0.9757	0.9079999999999999	4256.0	0.578978	0.9684
54876	Homo sapiens	GSM1550946	H3K27ac	GM19147	Lymphoblastoid	None	36.0	0.9743	0.941	3757.0	0.53808975	0.9642
54877	Homo sapiens	GSM1550947	H3K4me3	GM18498	Lymphoblastoid	None	36.0	0.9645	0.93	7545.0	0.7569445	0.9736
54878	Homo sapiens	GSM1550948	H3K27ac	GM19130	Lymphoblastoid	None	37.0	0.977	0.925	3748.0	0.5408715000000001	0.9674
54879	Homo sapiens	GSM1550949	H3K4me1	GM18498	Lymphoblastoid	None	36.0	0.9538	0.958	295.0	0.32918075	0.9428
54880	Homo sapiens	GSM1550950	H3K27ac	GM19200	Lymphoblastoid	Blood	37.0	0.9765	0.8190000000000001	2422.0	0.4833955	0.9674
54881	Homo sapiens	GSM1550951	H3K27ac	None	Lymphoblastoid	None	37.0	0.9758	0.9059999999999999	4021.0	0.5692265000000001	0.9662
54882	Homo sapiens	GSM1550952	H3K4me3	GM19257	Lymphoblastoid	None	36.0	0.9728	0.81	6344.0	0.70873	0.9712
54883	Homo sapiens	GSM1550953	H3K4me1	GM19257	Lymphoblastoid	None	37.0		0.9179999999999999	957.0	0.43277875	0.9472
54884	Homo sapiens	GSM1550954	H3K4me3	GM19147	Lymphoblastoid	None	35.0	0.9719	0.882	5991.0	0.6801050000000001	0.9718
54885	Homo sapiens	GSM1550955	H3K4me3	GM19204	Lymphoblastoid	Blood	36.0	0.9694	0.887	5997.0	0.627195	0.9714
54886	Homo sapiens	GSM1550956	H3K4me1	GM19204	Lymphoblastoid	Blood	37.0	0.9706	0.938	293.0	0.32201375	0.948
54887	Homo sapiens	GSM1550957	H3K27ac	GM18508	Lymphoblastoid	Blood	36.0	0.9749	0.9309999999999999	4248.0	0.57656375	0.9668
54888	Homo sapiens	GSM1550958	H3K27ac	None	Lymphoblastoid	None	37.0		0.953	2136.0	0.45204775	0.965
54889	Homo sapiens	GSM1550959	H3K27ac	GM18909	Lymphoblastoid	None	37.0	0.9718	0.9109999999999999	3172.0	0.5356380000000001	0.9676
54890	Homo sapiens	GSM1550960	H3K4me1	GM19160	Lymphoblastoid	None	36.0	0.9547	0.948	111.0	0.22673400000000002	0.93
54891	Homo sapiens	GSM1550961	H3K4me3	GM18909	Lymphoblastoid	None	36.0	0.9708	0.862	6433.0	0.6972975	0.9714
54892	Homo sapiens	GSM1550962	H3K4me1	GM18909	Lymphoblastoid	None	37.0	0.9674	0.9420000000000001	347.0	0.371693	0.9454
54893	Homo sapiens	GSM1550963	H3K4me1	GM19138	Lymphoblastoid	None	37.0	0.97	0.934	295.0	0.36706475	0.9486
54894	Homo sapiens	GSM1550964	H3K4me1	None	Lymphoblastoid	None	36.0	0.9673	0.968	448.0	0.38359675	0.9472
54895	Homo sapiens	GSM1550965	H3K4me3	GM19138	Lymphoblastoid	None	36.0	0.9742	0.893	6376.0	0.71149425	0.9706
54896	Homo sapiens	GSM1550966	H3K4me3	None	Lymphoblastoid	None	36.0	0.9754	0.94	6294.0	0.769349	0.972
54897	Homo sapiens	GSM1550967	H3K4me1	GM19147	Lymphoblastoid	None	36.0		0.9390000000000001	542.0	0.39521	0.9496
54898	Homo sapiens	GSM1550968	H3K4me3	GM18505	Lymphoblastoid	Blood	36.0	0.9715	0.858	6240.0	0.70300325	0.9724
54899	Homo sapiens	GSM1550969	H3K27ac	GM19138	Lymphoblastoid	None	37.0	0.9768	0.9329999999999999	2804.0	0.5036444999999999	0.9666
54900	Homo sapiens	GSM1550970	H3K4me1	GM18505	Lymphoblastoid	Blood	38.0	0.9707	0.94	229.0	0.3241525	0.9378
54901	Homo sapiens	GSM1550971	H3K4me1	GM19116	Lymphoblastoid	None	37.0	0.9697	0.9129999999999999	460.0	0.38026325	0.9436
54902	Homo sapiens	GSM1550972	H3K4me3	GM19116	Lymphoblastoid	None	36.0		0.998	1.0	0.006782198576090001	0.9380530973450001
54903	Homo sapiens	GSM1550973	H3K4me3	GM18502	Lymphoblastoid	None	34.0	0.9647	0.878	6584.0	0.78310175	0.9696
54904	Homo sapiens	GSM1550974	H3K4me1	GM19152	Lymphoblastoid	None	37.0	0.9686	0.843	1162.0	0.44194625	0.9508
54905	Homo sapiens	GSM1550975	H3K4me3	GM19152	Lymphoblastoid	None	35.0		0.9159999999999999	6602.0	0.69386075	0.9702
54906	Homo sapiens	GSM1550976	H3K27ac	None	Lymphoblastoid	None	37.0	0.9701	0.9329999999999999	2739.0	0.52458525	0.9692
54907	Homo sapiens	GSM1550977	H3K27ac	GM18510	Lymphoblastoid	None	37.0	0.9771	0.84	3578.0	0.56054125	0.9690000000000001
54908	Homo sapiens	GSM1550978	H3K4me3	GM18508	Lymphoblastoid	Blood	36.0	0.9687	0.875	7476.0	0.77169475	0.9712
54909	Homo sapiens	GSM1550979	H3K4me1	GM18508	Lymphoblastoid	Blood	37.0	0.9682	0.9109999999999999	711.0	0.441981	0.9498
54910	Homo sapiens	GSM1550980	H3K4me3	GM19223	Lymphoblastoid	None	36.0	0.9754	0.893	6424.0	0.7426185000000001	0.9704
54911	Homo sapiens	GSM1550981	H3K4me1	GM19207	Lymphoblastoid	None	30.0	0.9698	0.978	278.0	0.333325	0.9516
54912	Homo sapiens	GSM1550982	H3K4me3	GM19207	Lymphoblastoid	None	35.0	0.9726	0.903	6546.0	0.73999225	0.972
54913	Homo sapiens	GSM1550983	H3K4me3	GM18522	Lymphoblastoid	Blood	35.0	0.9723	0.8759999999999999	6436.0	0.731779	0.9734
54914	Homo sapiens	GSM1550984	H3K27ac	GM18916	Lymphoblastoid	None	37.0	0.9746	0.955	3148.0	0.471104	0.9648
54915	Homo sapiens	GSM1550985	H3K4me1	GM18522	Lymphoblastoid	Blood	37.0	0.9724	0.912	325.0	0.37945675	0.9528
54916	Homo sapiens	GSM1550986	H3K4me1	GM19223	Lymphoblastoid	None	37.0	0.9704	0.929	435.0	0.377807	0.9482
54917	Homo sapiens	GSM1550987	H3K27ac	GM18498	Lymphoblastoid	None	36.0	0.9718	0.922	3385.0	0.542766	0.9662
54918	Homo sapiens	GSM1550988	H3K4me3	None	Lymphoblastoid	None	35.0	0.9364	0.889	5578.0	0.64954275	0.9694
54919	Homo sapiens	GSM1550989	H3K4me1	None	Lymphoblastoid	None	37.0	0.9701	0.9390000000000001	270.0	0.338855	0.9506
54920	Homo sapiens	GSM1550990	H3K27ac	GM18498	Lymphoblastoid	None	37.0	0.9711	0.905	4333.0	0.56936725	0.9664
54921	Homo sapiens	GSM1550991	H3K27ac	GM18502	Lymphoblastoid	None	37.0	0.9743	0.91	4057.0	0.5716064999999999	0.9668
54922	Homo sapiens	GSM1550992	H3K27ac	GM19093	Lymphoblastoid	None	37.0	0.9754	0.945	3425.0	0.509624	0.9662
54923	Homo sapiens	GSM1550993	H3K27ac	GM18856	Lymphoblastoid	None	36.0	0.9775	0.92	3024.0	0.54474675	0.9676
54924	Homo sapiens	GSM1550994	H3K4me1	GM18858	Lymphoblastoid	None	37.0	0.9737	0.9279999999999999	330.0	0.37934525	0.9584
54925	Homo sapiens	GSM1550995	H3K4me3	GM18501	Lymphoblastoid	None	35.0	0.9747	0.9109999999999999	5582.0	0.74293625	0.9698
54926	Homo sapiens	GSM1550996	H3K4me3	GM18858	Lymphoblastoid	None	36.0	0.9746	0.853	6460.0	0.727638	0.9722
54927	Homo sapiens	GSM1550997	H3K4me1	GM18501	Lymphoblastoid	None	37.0	0.9717	0.9359999999999999	318.0	0.36498175	0.9390000000000001
54928	Homo sapiens	GSM1550998	H3K27ac	GM19099	Lymphoblastoid	Blood	37.0	0.9756	0.93	3297.0	0.52297675	0.9662
54929	Homo sapiens	GSM1550999	H3K27ac	GM18907	Lymphoblastoid	None	37.0	0.9769	0.929	2634.0	0.50708425	0.9664
54930	Homo sapiens	GSM1551000	H3K27ac	GM19131	Lymphoblastoid	None	37.0	0.9736	0.9159999999999999	3605.0	0.52535925	0.9636
54931	Homo sapiens	GSM1551001	H3K27ac	GM18858	Lymphoblastoid	None	37.0	0.9765	0.9129999999999999	3342.0	0.5561659999999999	0.9692
54932	Homo sapiens	GSM1551002	H3K4me3	None	Lymphoblastoid	None	36.0	0.9640000000000001	0.934	6939.0	0.690627	0.9718
54933	Homo sapiens	GSM1551003	H3K4me1	None	Lymphoblastoid	None	36.0	0.955	0.9570000000000001	409.0	0.3488595	0.9456
54934	Homo sapiens	GSM1551004	H3K27ac	GM19223	Lymphoblastoid	None	37.0	0.9791	0.93	3413.0	0.55321225	0.9690000000000001
54935	Homo sapiens	GSM1551005	H3K27ac	None	Lymphoblastoid	None	37.0	0.971	0.922	3660.0	0.5065625	0.9670000000000001
54936	Homo sapiens	GSM1551006	H3K27ac	GM19201	Lymphoblastoid	None	37.0		0.946	2180.0	0.475546	0.9632
54937	Homo sapiens	GSM1551007	H3K4me3	GM19201	Lymphoblastoid	None	36.0	0.9739	0.907	5979.0	0.7241975	0.9708
54938	Homo sapiens	GSM1551008	H3K4me1	GM19201	Lymphoblastoid	None	30.0		0.996	6.0	0.025075	0.7245119305859999
54939	Homo sapiens	GSM1551009	H3K27ac	GM19153	Lymphoblastoid	None	37.0	0.9701	0.915	2609.0	0.51503375	0.966
54940	Homo sapiens	GSM1551010	H3K4me3	GM19144	Lymphoblastoid	None	36.0	0.9729	0.8370000000000001	7405.0	0.76503275	0.972
54941	Homo sapiens	GSM1551011	H3K4me3	GM19143	Lymphoblastoid	None	36.0	0.9706	0.877	6765.0	0.7441114999999999	0.973
54942	Homo sapiens	GSM1551012	H3K4me1	GM19143	Lymphoblastoid	None	37.0	0.9705	0.88	691.0	0.42655275	0.9490000000000001
54943	Homo sapiens	GSM1551013	H3K4me1	GM19153	Lymphoblastoid	None	38.0	0.9715	0.9440000000000001	276.0	0.373201	0.9446
54944	Homo sapiens	GSM1551014	H3K4me3	GM19153	Lymphoblastoid	None	36.0	0.9704	0.8540000000000001	5934.0	0.762977	0.9702
54945	Homo sapiens	GSM1551015	H3K4me1	GM19210	Lymphoblastoid	None	37.0	0.9691	0.953	143.0	0.32181875	0.9440000000000001
54946	Homo sapiens	GSM1551016	H3K4me3	GM19210	Lymphoblastoid	None	35.0	0.9686	0.9740000000000001	2658.0	0.55594525	0.9708
54947	Homo sapiens	GSM1551017	H3K4me1	GM19144	Lymphoblastoid	None	37.0	0.9649	0.937	353.0	0.33694450000000004	0.9378
54948	Homo sapiens	GSM1551018	H3K4me3	GM19159	Lymphoblastoid	None	35.0	0.9742	0.988	966.0	0.475314366434	0.9706
54949	Homo sapiens	GSM1551019	H3K4me1	GM19159	Lymphoblastoid	None	37.0	0.9724	0.958	239.0	0.35232825	0.9494
54950	Homo sapiens	GSM1551020	H3K27ac	GM19159	Lymphoblastoid	None	37.0	0.9735	0.9390000000000001	3528.0	0.490468	0.9626
54951	Homo sapiens	GSM1551021	H3K27ac	GM19144	Lymphoblastoid	None	37.0	0.9744	0.853	3559.0	0.53878025	0.9672
54952	Homo sapiens	GSM1551022	H3K27ac	GM19143	Lymphoblastoid	None	37.0	0.9712	0.948	3424.0	0.53614325	0.9642
54953	Homo sapiens	GSM1551023	H3K27ac	GM19210	Lymphoblastoid	None	36.0	0.9755	0.935	2306.0	0.49834575	0.9614
55148	Homo sapiens	GSM1575698	H2AFY	IMR90	Fibroblast	Lung	23.0	0.535	0.9990000000000001	170.0	0.0274135	0.2552
55222	Homo sapiens	GSM1599147	H3K4me3	GM12878	B Lymphocyte	Blood	38.0	0.8996	0.43799999999999994	2757.0	0.364694	0.9704
55223	Homo sapiens	GSM1599148	H3K4me3	GM12878	B Lymphocyte	Blood	38.0	0.9102	0.669	3973.0	0.43585875	0.9754
55224	Homo sapiens	GSM1599149	H3K4me3	GM12878	B Lymphocyte	Blood	38.0	0.8649	0.172	74.0	0.09876925	0.7912
55225	Homo sapiens	GSM1599150	H3K4me3	GM12878	B Lymphocyte	Blood	39.0	0.8119	0.8079999999999999	11.0	0.00609599281029	0.8683693516700001
55226	Homo sapiens	GSM1599151	H3K4me3	GM12878	B Lymphocyte	Blood	39.0	0.8754	0.5770000000000001	32.0	0.00390875	0.767123287671
55227	Homo sapiens	GSM1599152	H3K4me3	GM12878	B Lymphocyte	Blood	39.0	0.8796	0.508	28.0	0.00880975	0.8196078431370001
55228	Homo sapiens	GSM1599153	H3K4me3	GM12878	B Lymphocyte	Blood	39.0	0.7344	0.249	19.0	0.00189475	0.44483985765100004
55229	Homo sapiens	GSM1599154	H3K4me3	GM12878	B Lymphocyte	Blood	39.0	0.8404	0.156	9.0	0.002032	0.323863636364
55230	Homo sapiens	GSM1599155	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8879	0.779	53.0	0.01182675	0.8464240903389999
55231	Homo sapiens	GSM1599156	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.9223	0.929	15.0	0.000582895083544	0.777777777778
55232	Homo sapiens	GSM1599157	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8685	0.565	25.0	0.0012305	0.7371428571430001
55233	Homo sapiens	GSM1599158	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8967	0.6859999999999999	24.0	0.001155	0.76170212766
55234	Homo sapiens	GSM1599159	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8474	0.42100000000000004	20.0	0.001021	0.574257425743
55235	Homo sapiens	GSM1599160	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8752	0.479	21.0	0.0008215	0.6043956043959999
55236	Homo sapiens	GSM1599161	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8538	0.486	24.0	0.0010655	0.535714285714
55237	Homo sapiens	GSM1599162	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8521	0.517	26.0	0.00112575	0.539682539683
55274	Homo sapiens	GSM1613313	H3K4me3	BicR	Epithelium	Prostate	39.0	0.7553	0.9440000000000001	12.0	0.0039889312228	0.611111111111
55275	Homo sapiens	GSM1613314	H3K4me3	BicR	Epithelium	Prostate	39.0	0.8370000000000001	0.961	4162.0	0.29967275	0.9734
55279	Homo sapiens	GSM1613318	H3ac	BicR	Epithelium	Prostate	37.0	0.84	0.973	50.0	0.07674500000000001	0.9354
55325	Homo sapiens	GSM1619042	H3K4me2	NCI-H526	Epithelium	Lung	39.0	0.8903	0.977	670.0	0.26380725	0.9514
55326	Homo sapiens	GSM1619043	H3K4me1	NCI-H526	Epithelium	Lung	38.0	0.9066	0.991	43.0	0.09094	0.6858
55407	Homo sapiens	GSM1645698	H3K4me2	OCI-Ly1	B cell lymphoma	Bone Marrow	39.0	0.9194	0.978	10795.0	0.62940475	0.9722
55409	Homo sapiens	GSM1645700	H3K4me2	OCI-Ly1	B cell lymphoma	Bone Marrow	38.0	0.9034	0.977	13875.0	0.5991055000000001	0.9712
55411	Homo sapiens	GSM1645702	H3K4me2	OCI-Ly1	B cell lymphoma	Bone Marrow	37.0	0.9155	0.99	7970.0	0.4866245	0.9596
55413	Homo sapiens	GSM1645704	H3K4me2	OCI-Ly1	B cell lymphoma	Bone Marrow	37.0	0.9074	0.972	10597.0	0.5769305	0.9546
55415	Homo sapiens	GSM1647618	H3K4me3	None	None	Lung	38.0	0.9196	0.9109999999999999	5437.0	0.59041425	0.9792
55416	Homo sapiens	GSM1647619	H3K4me3	None	None	Lung	39.0	0.8672	0.988	271.0	0.11460899999999999	0.9752
55417	Homo sapiens	GSM1647620	H3K4me3	None	None	Liver	38.0	0.9253	0.903	15595.0	0.7236090000000001	0.9716
55418	Homo sapiens	GSM1647621	H3K4me3	None	None	Liver	38.0	0.8911	0.951	5609.0	0.3650855	0.9814
55419	Homo sapiens	GSM1647622	H3K4me3	None	None	Liver	38.0	0.9337	0.873	16050.0	0.80016575	0.9772
55420	Homo sapiens	GSM1647623	H3K4me3	None	None	Liver	38.0	0.9204	0.879	15105.0	0.72229525	0.9634
55421	Homo sapiens	GSM1647624	H3K4me3	None	None	Lung	39.0	0.9048	0.9229999999999999	4585.0	0.4675515	0.9796
55422	Homo sapiens	GSM1647625	H3K4me3	None	None	Lung	39.0	0.8906	0.973	1038.0	0.21205500000000002	0.9802
55423	Homo sapiens	GSM1647626	H3K4me3	A549	Epithelium	Lung	38.0	0.9181	0.872	11692.0	0.74046025	0.9774
55424	Homo sapiens	GSM1647627	H3K4me3	A549	Epithelium	Lung	38.0	0.9096	0.895	9803.0	0.6738235	0.9758
55434	Homo sapiens	GSM1666202	H3K4me3	GM12878	B Lymphocyte	Blood	39.0	0.8527	0.7040000000000001	39.0	0.0027855	0.7716262975779999
55435	Homo sapiens	GSM1666203	H3K4me3	GM12878	B Lymphocyte	Blood	37.0	0.7814	0.698	39.0	0.0028864999999999997	0.7348993288590001
55436	Homo sapiens	GSM1666204	H3K4me3	GM12878	B Lymphocyte	Blood	37.0	0.7214	0.386	25.0	0.00161375	0.5697674418600001
55437	Homo sapiens	GSM1666205	H3K4me3	GM12878	B Lymphocyte	Blood	36.0	0.5207	0.385	25.0	0.00227025	0.518518518519
55438	Homo sapiens	GSM1666206	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8912	0.9329999999999999	51.0	0.0019260000000000002	0.523489932886
55439	Homo sapiens	GSM1666207	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.8946	0.927	48.0	0.00169375	0.537414965986
55440	Homo sapiens	GSM1666208	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.872	0.742	37.0	0.001466	0.51724137931
